composer,score,leitmotif,match_type,similarity,start_note_idx,end_note_idx,representation,edit_distance
howard_shore,The Shire,Mime_motif,contour,1.0,6,9,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,549,552,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,105,108,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,117,120,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,242,245,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,353,356,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,379,382,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,384,387,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,442,445,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,458,461,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,467,470,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,486,489,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,513,516,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,526,529,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,540,543,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Sword_motif,contour,1.0,151,157,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,82,85,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Sword_motif,contour,1.0,107,113,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Sword_motif,contour,1.0,35,41,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Sword_motif,contour,1.0,15,21,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Ride_motif,contour,1.0,184,189,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Mime_motif,contour,1.0,91,94,contour,0
john_williams,Flying Theme E. T. - John Williams,Sword_motif,contour,1.0,359,365,contour,0
john_williams,Flying Theme E. T. - John Williams,Sword_motif,contour,1.0,328,334,contour,0
john_williams,Flying Theme E. T. - John Williams,Sword_motif,contour,1.0,307,313,contour,0
john_williams,Flying Theme E. T. - John Williams,Sword_motif,contour,1.0,43,49,contour,0
john_williams,Flying Theme E. T. - John Williams,Sword_motif,contour,1.0,21,27,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,456,461,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,444,449,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,430,435,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,96,99,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,69,72,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,243,248,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,73,76,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Ride_motif,contour,1.0,366,371,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,423,426,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,400,403,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,363,366,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,322,325,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,308,311,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,171,174,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,129,132,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,107,110,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,102,105,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,97,100,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,80,83,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,76,79,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,68,71,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,52,55,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,63,66,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,30,33,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,14,17,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,contour,1.0,4,7,contour,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Sword_motif,contour,1.0,229,235,contour,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Sword_motif,contour,1.0,142,148,contour,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Ride_motif,contour,1.0,0,5,contour,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Mime_motif,contour,1.0,314,317,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Sword_motif,contour,1.0,247,253,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Sword_motif,contour,1.0,228,234,contour,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Sword_motif,contour,1.0,187,193,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,13,16,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Mime_motif,contour,1.0,43,46,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,407,412,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,145,150,contour,0
howard_shore,The Shire,Nibelungs_motif,contour,1.0,103,111,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,SwirlingBlaze_motif,contour,1.0,187,192,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,388,394,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,399,405,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,405,411,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,416,422,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,436,442,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,447,453,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,660,666,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,750,756,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,762,768,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,788,794,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,800,806,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,SwirlingBlaze_motif,contour,1.0,291,296,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,SwirlingBlaze_motif,contour,1.0,222,227,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Ride_motif,contour,1.0,288,293,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,226,232,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Ride_motif,contour,1.0,184,189,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Ride_motif,contour,1.0,5,10,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,270,273,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,265,268,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,255,258,contour,0
erich_wolfgang_korngold,Deception - Opening Theme,Mime_motif,contour,1.0,71,74,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,245,248,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,166,169,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,161,164,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,151,154,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,141,144,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,135,138,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,contour,1.0,45,48,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,363,369,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,215,221,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,130,135,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,contour,1.0,616,621,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,119,124,contour,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,contour,1.0,66,71,contour,0
john_williams,Flying Theme E. T. - John Williams,Ride_motif,contour,1.0,511,516,contour,0
john_williams,Flying Theme E. T. - John Williams,Ride_motif,contour,1.0,505,510,contour,0
john_williams,Flying Theme E. T. - John Williams,Ride_motif,contour,1.0,490,495,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,469,472,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SiblingsLove_motif,contour,1.0,113,119,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SiblingsLove_motif,contour,1.0,557,563,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,contour,1.0,126,131,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,contour,1.0,172,177,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,contour,1.0,181,186,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,contour,1.0,190,195,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,contour,1.0,570,575,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,contour,1.0,625,630,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,contour,1.0,2,8,contour,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,contour,1.0,634,639,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,422,425,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,414,417,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,357,360,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,322,325,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,301,304,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,285,288,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,197,200,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,191,194,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,81,84,contour,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,contour,1.0,73,76,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Sword_motif,contour,1.0,125,131,contour,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Sword_motif,contour,1.0,119,125,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,contour,1.0,40,45,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,contour,1.0,142,147,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,contour,1.0,262,267,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,564,567,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,649,652,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,1,6,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,7,12,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,17,22,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,37,42,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,58,63,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,80,85,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,95,100,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,109,114,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,171,176,contour,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,contour,1.0,240,245,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,582,585,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,571,574,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,547,550,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,119,124,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,536,539,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,466,469,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,451,454,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,441,444,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,414,417,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,345,348,contour,0
ennio_morricone,Playing Love – The Legend of 1900,Sword_motif,contour,1.0,32,38,contour,0
ennio_morricone,Playing Love – The Legend of 1900,Sword_motif,contour,1.0,42,48,contour,0
ennio_morricone,Playing Love – The Legend of 1900,Sword_motif,contour,1.0,51,57,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,334,337,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,327,330,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,237,240,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,204,207,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,31,36,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,126,131,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,contour,1.0,332,337,contour,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Mime_motif,contour,1.0,19,22,contour,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Feast in The  Forest,Mime_motif,contour,1.0,12,15,contour,0
ennio_morricone,Once Upon a Time in The West,Mime_motif,contour,1.0,42,45,contour,0
ennio_morricone,Once Upon a Time in The West,Mime_motif,contour,1.0,62,65,contour,0
ennio_morricone,Once Upon a Time in The West,Mime_motif,contour,1.0,87,90,contour,0
ennio_morricone,Once Upon a Time in The West,Mime_motif,contour,1.0,91,94,contour,0
ennio_morricone,Once Upon a Time in The West,Mime_motif,contour,1.0,110,113,contour,0
ennio_morricone,Once Upon a Time in The West,Mime_motif,contour,1.0,122,125,contour,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Mime_motif,contour,1.0,96,99,contour,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Mime_motif,contour,1.0,76,79,contour,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Mime_motif,contour,1.0,44,47,contour,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Mime_motif,contour,1.0,27,30,contour,0
ennio_morricone,Once Upon a Time in The West,SiblingsLove_motif,contour,1.0,54,60,contour,0
ennio_morricone,Once Upon a Time in The West,SiblingsLove_motif,contour,1.0,114,120,contour,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Mime_motif,contour,1.0,15,18,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,273,278,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Sword_motif,contour,1.0,493,499,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Sword_motif,contour,1.0,280,286,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Sword_motif,contour,1.0,132,138,contour,0
ennio_morricone,Playing Love – The Legend of 1900,Mime_motif,contour,1.0,204,207,contour,0
ennio_morricone,Playing Love – The Legend of 1900,Mime_motif,contour,1.0,208,211,contour,0
john_williams,John Williams - The Hunt (Piano Solo),SiblingsLove_motif,contour,1.0,323,329,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,613,618,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,573,578,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,538,543,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,529,534,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,386,391,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,336,341,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,contour,1.0,316,321,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,193,196,contour,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,contour,1.0,45,48,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Sword_motif,contour,1.0,177,183,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,375,378,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,425,430,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,408,413,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,306,311,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,289,294,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,117,122,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,81,86,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,75,80,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,12,17,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,644,647,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,554,557,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,527,530,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,521,524,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,496,499,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,372,375,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Sword_motif,contour,1.0,122,128,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,357,360,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,340,343,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,239,242,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,155,158,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,69,72,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,51,54,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,46,49,contour,0
john_williams,John William - Jurassic Park Theme,Mime_motif,contour,1.0,43,46,contour,0
john_williams,Indiana jones theme – John Williams,Ride_motif,contour,1.0,24,29,contour,0
john_williams,Indiana jones theme – John Williams,Mime_motif,contour,1.0,11,14,contour,0
john_williams,Indiana jones theme – John Williams,Mime_motif,contour,1.0,3,6,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,contour,1.0,382,387,contour,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,contour,1.0,357,362,contour,0
john_williams,John William - Jurassic Park Theme,Ride_motif,contour,1.0,697,702,contour,0
john_williams,John William - Jurassic Park Theme,SiblingsLove_motif,contour,1.0,550,556,contour,0
john_williams,John William - Jurassic Park Theme,SwirlingBlaze_motif,contour,1.0,316,321,contour,0
john_williams,John William - Jurassic Park Theme,SwirlingBlaze_motif,contour,1.0,561,566,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,282,287,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,277,282,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,255,260,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,236,241,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,201,206,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,130,135,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,112,117,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,102,107,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,76,81,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,53,58,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,43,48,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,contour,1.0,17,22,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Ride_motif,contour,1.0,158,163,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Mime_motif,contour,1.0,197,200,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Mime_motif,contour,1.0,168,171,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Mime_motif,contour,1.0,152,155,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Mime_motif,contour,1.0,145,148,contour,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,contour,1.0,18,23,contour,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,contour,1.0,51,56,contour,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,contour,1.0,167,172,contour,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,contour,1.0,176,181,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Mime_motif,contour,1.0,72,75,contour,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Mime_motif,contour,1.0,13,16,contour,0
john_williams,John William - Jurassic Park Theme,Sword_motif,contour,1.0,631,637,contour,0
john_williams,John William - Jurassic Park Theme,SwirlingBlaze_motif,contour,1.0,729,734,contour,0
john_williams,John William - Jurassic Park Theme,SwirlingBlaze_motif,contour,1.0,683,688,contour,0
john_williams,John William - Jurassic Park Theme,SwirlingBlaze_motif,contour,1.0,571,576,contour,0
howard_shore,The Three Hunters – Howard Shore,SwirlingBlaze_motif,contour,1.0,11,16,contour,0
erich_wolfgang_korngold,Deception - Opening Theme,SwirlingBlaze_motif,contour,1.0,38,43,contour,0
ennio_morricone,Once Upon a Time in The West,Mime_motif,contour,1.0,14,17,contour,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Sword_motif,contour,1.0,305,311,contour,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Mime_motif,contour,1.0,0,3,contour,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),Sword_motif,contour,1.0,154,160,contour,0
