composer,score,leitmotif,match_class,combined_score,interval_sim,contour_sim,rhythm_sim,start_note_idx,end_note_idx,edit_distance
john_williams,John William - Jurassic Park Theme,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,387,391,0
john_williams,John William - Jurassic Park Theme,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,451,455,0
john_williams,John William - Jurassic Park Theme,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,480,484,0
john_williams,John William - Jurassic Park Theme,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,580,584,0
john_williams,John William - Jurassic Park Theme,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,595,599,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,153,157,0
ennio_morricone,Cinema Paradiso (Morricone),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,143,147,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,149,153,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,106,110,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,172,176,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,102,106,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,77,81,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,73,77,0
john_williams,John Williams - The Hunt (Piano Solo),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,9,13,0
ennio_morricone,A Fistful of Dollars (Morricone),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,162,166,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,84,88,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,46,50,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,35,39,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,19,23,0
ennio_morricone,Cinema Paradiso (Morricone),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,83,87,0
ennio_morricone,Cinema Paradiso (Morricone),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,36,40,0
max_steiner,Gone With The Wind Suite – Max Steiner,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,781,785,0
max_steiner,Gone With The Wind Suite – Max Steiner,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,231,235,0
max_steiner,Gone With The Wind Suite – Max Steiner,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,161,165,0
howard_shore,The Shire,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,13,17,0
howard_shore,The Shire,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,20,24,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,97,101,0
john_williams,The Tale of Viktor Navorski (John Williams),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,599,603,0
john_williams,The Tale of Viktor Navorski (John Williams),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,84,88,0
john_williams,The Tale of Viktor Navorski (John Williams),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,3,7,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,50,54,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,90,94,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,97,101,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,125,129,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,223,227,0
john_williams,Somewhere In My Memory by John Williams,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,299,303,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,90,94,0
max_steiner,Johnny Belinda Suite – Max Steiner,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,11,15,0
ennio_morricone,The Good The Bad and The Ugly,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,114,118,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,373,377,0
ennio_morricone,Love theme - Ennio Morricone,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,138,142,0
ennio_morricone,Love theme - Ennio Morricone,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,86,90,0
ennio_morricone,Love theme - Ennio Morricone,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,35,39,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,74,78,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,5,9,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,194,198,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,165,169,0
ennio_morricone,The Good The Bad and The Ugly,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,126,130,0
max_steiner,The Adventures of Don Juan Suite,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,337,341,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,147,151,0
max_steiner,The Adventures of Don Juan Suite,Mime_motif,strong,0.7333,0.6667,0.6667,1.0,316,320,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,strong,0.7333,0.6667,1.0,0.5,800,807,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,strong,0.7333,0.6667,1.0,0.5,788,795,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,88,92,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,20,24,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,463,467,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Mime_motif,strong,0.7333,0.6667,0.6667,1.0,474,478,0
max_steiner,"Tara's Theme – Mack Discant, Max Steiner, Percy Faith Tara's Theme - Max Steiner",Mime_motif,strong,0.7333,0.6667,0.6667,1.0,8,12,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.72,0.6,1.0,0.6,442,448,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,strong,0.72,0.6,1.0,0.6,129,135,0
max_steiner,The Adventures of Don Juan Suite,SwirlingBlaze_motif,strong,0.72,0.6,1.0,0.6,190,196,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.72,0.6,1.0,0.6,422,428,0
max_steiner,Gone With The Wind Suite – Max Steiner,SwirlingBlaze_motif,strong,0.72,0.6,1.0,0.6,2942,2948,0
max_steiner,Gone With The Wind Suite – Max Steiner,SwirlingBlaze_motif,strong,0.72,0.6,1.0,0.6,3116,3122,0
max_steiner,Gone With The Wind Suite – Max Steiner,SwirlingBlaze_motif,strong,0.72,0.6,1.0,0.6,4689,4695,0
ennio_morricone,Mon nom est personne - Ennio Morricone,SiblingsLove_motif,strong,0.7167,0.5,1.0,0.8333,243,250,0
ennio_morricone,Mon nom est personne - Ennio Morricone,SiblingsLove_motif,strong,0.7167,0.5,1.0,0.8333,118,125,0
max_steiner,Gone With The Wind Suite – Max Steiner,Sword_motif,strong,0.7167,0.5,1.0,0.8333,2230,2237,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,Sword_motif,strong,0.7167,0.6667,0.8333,0.6667,84,91,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Nibelungs_motif,strong,0.7125,0.625,0.75,0.875,454,463,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Nibelungs_motif,strong,0.7125,0.625,0.75,0.875,153,162,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),Nibelungs_motif,strong,0.7125,0.625,0.75,0.875,13,22,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Nibelungs_motif,strong,0.7125,0.625,0.75,0.875,172,181,0
john_williams,John Williams - The Hunt (Piano Solo),Nibelungs_motif,strong,0.7125,0.625,0.75,0.875,657,666,0
ennio_morricone,Al Capone (The Untouchables),Mime_motif,strong,0.7,0.6667,1.0,0.3333,8,12,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Mime_motif,strong,0.7,0.6667,1.0,0.3333,16,20,0
ennio_morricone,Deborah's Theme - C'era una volta in America (Once upon a time in America),Mime_motif,strong,0.7,0.6667,1.0,0.3333,43,47,0
howard_shore,At the battle of Minas Tirith,Mime_motif,strong,0.7,0.6667,1.0,0.3333,84,88,0
ennio_morricone,The Good The Bad and The Ugly,Nibelungs_motif,strong,0.7,0.625,0.625,1.0,137,146,0
howard_shore,La comarca – Howard Shore,SwirlingBlaze_motif,strong,0.7,0.6,0.8,0.8,2,8,0
ennio_morricone,Al Capone (The Untouchables),Mime_motif,strong,0.7,0.6667,1.0,0.3333,87,91,0
ennio_morricone,Al Capone (The Untouchables),Mime_motif,strong,0.7,0.6667,1.0,0.3333,17,21,0
ennio_morricone,Al Capone (The Untouchables),Mime_motif,strong,0.7,0.6667,1.0,0.3333,52,56,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Mime_motif,strong,0.7,0.6667,1.0,0.3333,45,49,0
max_steiner,"Now, Voyager Suite – Max Steiner",SwirlingBlaze_motif,strong,0.7,0.6,0.8,0.8,422,428,0
ennio_morricone,Man with a harmonica - Ennio Morricone,Nibelungs_motif,strong,0.7,0.625,0.875,0.625,92,101,0
ennio_morricone,Man with a harmonica - Ennio Morricone,Nibelungs_motif,strong,0.7,0.625,0.875,0.625,37,46,0
john_williams,Flying Theme E. T. - John Williams,Mime_motif,strong,0.7,0.6667,1.0,0.3333,469,473,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Mime_motif,strong,0.7,0.6667,1.0,0.3333,38,42,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Mime_motif,strong,0.7,0.6667,1.0,0.3333,192,196,0
max_steiner,The Charge of The Light Brigade  -  March – Max Steiner,Mime_motif,strong,0.7,0.6667,1.0,0.3333,282,286,0
max_steiner,Love Theme - The Big Sleep – Max Steiner Love Theme - The Big Sleep,Mime_motif,strong,0.7,0.6667,1.0,0.3333,53,57,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Mime_motif,strong,0.7,0.6667,1.0,0.3333,139,143,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,29,35,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,97,103,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Mime_motif,strong,0.7,0.6667,1.0,0.3333,129,133,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Mime_motif,strong,0.7,0.6667,1.0,0.3333,66,70,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Mime_motif,strong,0.7,0.6667,1.0,0.3333,67,71,0
john_williams,John Williams - The Hunt (Piano Solo),Nibelungs_motif,strong,0.7,0.625,0.625,1.0,209,218,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Mime_motif,strong,0.7,0.6667,1.0,0.3333,142,146,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Mime_motif,strong,0.7,0.6667,1.0,0.3333,170,174,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,29,35,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,98,104,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,SiblingsLove_motif,strong,0.7,0.6667,0.6667,0.8333,15,22,0
max_steiner,The Caine Mutiny March – Max Steiner,Nibelungs_motif,strong,0.7,0.625,0.875,0.625,92,101,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,17,23,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Mime_motif,strong,0.7,0.6667,1.0,0.3333,282,286,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,53,59,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,76,82,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,112,118,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,strong,0.7,0.4,1.0,1.0,145,151,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Mime_motif,strong,0.7,0.6667,1.0,0.3333,44,48,0
max_steiner,The Adventures of Don Juan Suite,Mime_motif,strong,0.7,0.6667,1.0,0.3333,0,4,0
john_williams,The Chairman's Walz (from Memoirs of a Geisha),Mime_motif,strong,0.7,0.6667,1.0,0.3333,162,166,0
ennio_morricone,The Good The Bad and The Ugly,Horn_motif,strong,0.69,0.6,0.7,0.9,85,96,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Horn_motif,strong,0.69,0.5,0.8,1.0,149,160,0
john_williams,John Williams - The Hunt (Piano Solo),Nibelungs_motif,strong,0.6875,0.625,0.75,0.75,632,641,0
john_williams,John Williams - The Hunt (Piano Solo),Nibelungs_motif,strong,0.6875,0.625,0.75,0.75,477,486,0
ennio_morricone,The Good The Bad and The Ugly,Nibelungs_motif,strong,0.6875,0.625,0.75,0.75,64,73,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.6875,0.625,0.75,0.75,2802,2811,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ring_motif,strong,0.6857,0.5714,0.8571,0.7143,3754,3762,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ring_motif,strong,0.6857,0.5714,0.8571,0.7143,2507,2515,0
max_steiner,The Caine Mutiny March – Max Steiner,Ring_motif,strong,0.6857,0.5714,0.8571,0.7143,189,197,0
max_steiner,The Caine Mutiny March – Max Steiner,SiblingsLove_motif,strong,0.6833,0.5,1.0,0.6667,58,65,0
max_steiner,Gone With The Wind Suite – Max Steiner,SiblingsLove_motif,strong,0.6833,0.5,1.0,0.6667,1471,1478,0
max_steiner,The Charge of The Light Brigade  -  March – Max Steiner,SiblingsLove_motif,strong,0.6833,0.6667,0.8333,0.5,342,349,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SiblingsLove_motif,strong,0.6833,0.6667,0.8333,0.5,423,430,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SiblingsLove_motif,strong,0.6833,0.6667,0.8333,0.5,4,11,0
max_steiner,The Adventures of Don Juan Suite,SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,230,236,0
max_steiner,The Adventures of Don Juan Suite,SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,97,103,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,539,545,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,37,43,0
howard_shore,The Shire,SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,68,74,0
max_steiner,The Adventures of Don Juan Suite,SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,39,45,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,40,46,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,37,43,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,106,112,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,106,112,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,105,111,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,399,405,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,118,124,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.68,0.6,0.6,1.0,545,551,0
max_steiner,The Charge of The Light Brigade  -  March – Max Steiner,Ride_motif,strong,0.68,0.6,1.0,0.4,47,53,0
john_williams,John Williams - The Hunt (Piano Solo),Nibelungs_motif,strong,0.675,0.625,0.625,0.875,36,45,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Nibelungs_motif,strong,0.675,0.5,0.75,1.0,204,213,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Nibelungs_motif,strong,0.675,0.625,0.625,0.875,183,192,0
john_williams,John Williams - The Hunt (Piano Solo),Nibelungs_motif,strong,0.675,0.625,0.625,0.875,23,32,0
ennio_morricone,A Fistful of Dollars (Morricone),Nibelungs_motif,strong,0.675,0.5,0.75,1.0,237,246,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,20,24,1
howard_shore,The Shire,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,82,86,1
max_steiner,"Now, Voyager Suite – Max Steiner",Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,33,37,1
max_steiner,The Charge of The Light Brigade  -  March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,311,315,1
john_williams,Indiana jones theme – John Williams,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,21,25,1
ennio_morricone,Once Upon a Time in The West,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,67,71,1
ennio_morricone,Once Upon a Time in The West,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,71,75,1
howard_shore,The Shire,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,91,95,1
howard_shore,The Shire,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,47,51,1
max_steiner,King Kong March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,505,509,1
ennio_morricone,Once Upon a Time in The West,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,127,131,1
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,89,93,1
john_williams,Somewhere In My Memory by John Williams,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,253,257,1
ennio_morricone,Playing Love – The Legend of 1900,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,40,44,1
ennio_morricone,Playing Love – The Legend of 1900,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,214,218,1
max_steiner,King Kong March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,519,523,1
max_steiner,King Kong March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,533,537,1
max_steiner,King Kong March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,604,608,1
ennio_morricone,The Good The Bad and The Ugly,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,3,7,1
ennio_morricone,The Good The Bad and The Ugly,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,11,15,1
ennio_morricone,The Good The Bad and The Ugly,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,36,40,1
ennio_morricone,The Good The Bad and The Ugly,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,44,48,1
max_steiner,The Charge of The Light Brigade  -  March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,1.0,0.0,21,25,1
erich_wolfgang_korngold,The Sea Hawk – Erich Wolfgang Korngold Leitmotifs,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,101,105,1
max_steiner,The Adventures of Don Juan Suite,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,199,203,1
john_williams,The Tale of Viktor Navorski (John Williams),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,607,611,1
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,166,170,1
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,84,88,1
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,46,50,1
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,628,632,1
john_williams,The Chairman's Walz (from Memoirs of a Geisha),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,29,33,1
john_williams,The Chairman's Walz (from Memoirs of a Geisha),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,41,45,1
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,204,208,1
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,133,137,1
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,121,125,1
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,67,71,1
ennio_morricone,La Califfa - Ennio Morricone,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,83,87,1
max_steiner,King Kong March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,212,216,1
max_steiner,King Kong March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,137,141,1
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Robin enters The Great Hall,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,81,85,1
erich_wolfgang_korngold,Deception - Opening Theme,SiblingsLove_motif,strong,0.6667,0.5,0.8333,0.8333,79,86,0
max_steiner,The Adventures of Don Juan Suite,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,170,174,1
max_steiner,King Kong March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,364,368,1
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,68,72,1
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SiblingsLove_motif,strong,0.6667,0.5,0.8333,0.8333,393,400,0
erich_wolfgang_korngold,Deception - Opening Theme,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,108,112,1
erich_wolfgang_korngold,Deception - Opening Theme,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,100,104,1
erich_wolfgang_korngold,The Sea Hawk – Erich Wolfgang Korngold Leitmotifs,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,45,49,1
ennio_morricone,The Good The Bad and The Ugly,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,160,164,1
ennio_morricone,The Good The Bad and The Ugly,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,152,156,1
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,253,257,1
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,5,9,1
howard_shore,At the battle of Minas Tirith,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,9,13,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,83,87,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,90,94,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,51,55,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,1.0,0.0,38,42,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,31,35,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,17,21,1
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Mime_motif,approximate,0.6667,0.6667,1.0,0.0,576,580,1
howard_shore,La comarca – Howard Shore,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,96,100,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,1.0,0.0,5,9,1
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,73,77,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,1.0,0.0,71,75,1
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,222,226,1
howard_shore,At the battle of Minas Tirith,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,33,37,1
howard_shore,Forty Days and Forty Nights - Howard Shore,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,64,68,1
howard_shore,At the battle of Minas Tirith,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,1,5,1
