composer,score,leitmotif,match_class,combined_score,interval_sim,contour_sim,rhythm_sim,start_note_idx,end_note_idx,edit_distance
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,128,132,1
max_steiner,The Caine Mutiny March – Max Steiner,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,416,420,1
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Mime_motif,approximate,0.6667,0.6667,0.6667,0.0,115,119,1
howard_shore,La comarca – Howard Shore,SwirlingBlaze_motif,strong,0.66,0.6,0.8,0.6,36,42,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,strong,0.66,0.4,1.0,0.8,336,342,0
max_steiner,Gone With The Wind Suite – Max Steiner,SwirlingBlaze_motif,strong,0.66,0.6,0.8,0.6,453,459,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,568,574,0
ennio_morricone,La Califfa - Ennio Morricone,SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,110,116,0
max_steiner,Gone With The Wind Suite – Max Steiner,SwirlingBlaze_motif,strong,0.66,0.6,0.8,0.6,459,465,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,146,152,0
john_williams,Flying Theme E. T. - John Williams,SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,456,462,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,strong,0.66,0.4,1.0,0.8,573,579,0
max_steiner,Gone With The Wind Suite – Max Steiner,SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,1427,1433,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Ride_motif,strong,0.66,0.4,1.0,0.8,366,372,0
max_steiner,Gone With The Wind Suite – Max Steiner,SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,1672,1678,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ride_motif,strong,0.66,0.6,0.8,0.6,1061,1067,0
howard_shore,The Three Hunters – Howard Shore,SwirlingBlaze_motif,strong,0.66,0.6,0.8,0.6,12,18,0
howard_shore,At the battle of Minas Tirith,SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,71,77,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Ride_motif,strong,0.66,0.6,0.8,0.6,342,348,0
max_steiner,"Now, Voyager Suite – Max Steiner",SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,398,404,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,strong,0.66,0.4,1.0,0.8,538,544,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,101,107,0
howard_shore,La comarca – Howard Shore,SwirlingBlaze_motif,strong,0.66,0.6,0.8,0.6,281,287,0
john_williams,John William - Jurassic Park Theme,Ride_motif,strong,0.66,0.4,1.0,0.8,697,703,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,strong,0.66,0.6,0.8,0.6,119,125,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,47,53,0
max_steiner,The Caine Mutiny March – Max Steiner,SwirlingBlaze_motif,strong,0.66,0.6,0.8,0.6,27,33,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,240,246,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),SwirlingBlaze_motif,strong,0.66,0.6,0.8,0.6,169,175,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,29,35,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,83,89,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),SwirlingBlaze_motif,strong,0.66,0.4,1.0,0.8,146,152,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Ring_motif,strong,0.6571,0.5714,0.5714,1.0,24,32,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Sword_motif,strong,0.65,0.5,1.0,0.5,608,615,0
ennio_morricone,A Fistful of Dollars (Morricone),Nibelungs_motif,strong,0.65,0.5,0.75,0.875,89,98,0
erich_wolfgang_korngold,The Sea Hawk – Erich Wolfgang Korngold Leitmotifs,Nibelungs_motif,strong,0.65,0.625,0.625,0.75,163,172,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Nibelungs_motif,strong,0.65,0.625,0.625,0.75,163,172,0
howard_shore,La comarca – Howard Shore,Nibelungs_motif,strong,0.65,0.625,0.625,0.75,206,215,0
john_williams,The Chairman's Walz (from Memoirs of a Geisha),Sword_motif,strong,0.65,0.5,1.0,0.5,151,158,0
john_williams,John William - Jurassic Park Theme,SiblingsLove_motif,strong,0.65,0.5,1.0,0.5,550,557,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.65,0.5,0.75,0.875,3229,3238,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold The Archery Tournament,Nibelungs_motif,strong,0.65,0.625,0.625,0.75,636,645,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Nibelungs_motif,strong,0.65,0.5,0.75,0.875,1,10,0
ennio_morricone,L'Ultima Diligenza di Red Rock for Piano,Ring_motif,strong,0.6429,0.5714,0.7143,0.7143,11,19,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Feast in The  Forest,Ring_motif,strong,0.6429,0.4286,0.8571,0.8571,553,561,0
ennio_morricone,Playing Love – The Legend of 1900,Ring_motif,strong,0.6429,0.4286,0.8571,0.8571,173,181,0
john_williams,John William - Jurassic Park Theme,NibelungsHate_motif,strong,0.6417,0.5,0.75,0.8333,717,730,0
john_williams,John William - Jurassic Park Theme,NibelungsHate_motif,strong,0.6417,0.5,0.75,0.8333,633,646,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Horn_motif,strong,0.64,0.5,0.7,0.9,124,135,0
ennio_morricone,Watch Chimes (Carillon's Theme) From For a Few Dollars More,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,74,80,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold The Archery Tournament,Ride_motif,strong,0.64,0.4,0.8,1.0,324,330,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,strong,0.64,0.6,0.6,0.8,782,788,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Feast in The  Forest,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,348,354,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,strong,0.64,0.6,0.6,0.8,813,819,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.64,0.6,0.6,0.8,238,244,0
max_steiner,The Charge of The Light Brigade  -  March – Max Steiner,SwirlingBlaze_motif,strong,0.64,0.6,1.0,0.2,116,122,0
john_williams,Somewhere In My Memory by John Williams,Ride_motif,strong,0.64,0.4,0.8,1.0,60,66,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,476,482,0
john_williams,Somewhere In My Memory by John Williams,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,203,209,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Ride_motif,strong,0.64,0.4,0.8,1.0,111,117,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.64,0.6,0.6,0.8,220,226,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SwirlingBlaze_motif,strong,0.64,0.6,0.6,0.8,136,142,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),Ride_motif,strong,0.64,0.4,0.8,1.0,281,287,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,177,183,0
ennio_morricone,Watch Chimes (Carillon's Theme) From For a Few Dollars More,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,100,106,0
ennio_morricone,Watch Chimes (Carillon's Theme) From For a Few Dollars More,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,125,131,0
john_williams,Somewhere In My Memory by John Williams,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,85,91,0
ennio_morricone,Deborah's Theme - C'era una volta in America (Once upon a time in America),Ride_motif,strong,0.64,0.4,0.8,1.0,61,67,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Ride_motif,strong,0.64,0.6,0.6,0.8,162,168,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Feast in The  Forest,Ride_motif,strong,0.64,0.4,0.8,1.0,86,92,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SwirlingBlaze_motif,strong,0.64,0.6,0.6,0.8,775,781,0
howard_shore,The Shire,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,38,44,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,76,82,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ride_motif,strong,0.64,0.6,1.0,0.2,773,779,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ride_motif,strong,0.64,0.6,1.0,0.2,2914,2920,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,234,240,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,52,58,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,44,50,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,23,29,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Feast in The  Forest,Ride_motif,strong,0.64,0.4,0.8,1.0,167,173,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,strong,0.64,0.6,0.6,0.8,183,189,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,65,71,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,105,111,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,172,178,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,276,282,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,115,121,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,54,60,0
howard_shore,The Shire,Ride_motif,strong,0.64,0.4,0.8,1.0,52,58,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,292,298,0
ennio_morricone,Watch Chimes (Carillon's Theme) From For a Few Dollars More,SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,25,31,0
john_williams,The Tale of Viktor Navorski (John Williams),Ride_motif,strong,0.64,0.6,0.6,0.8,129,135,0
max_steiner,"Now, Voyager Suite – Max Steiner",SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,170,176,0
max_steiner,"Now, Voyager Suite – Max Steiner",SwirlingBlaze_motif,strong,0.64,0.4,0.8,1.0,185,191,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold The Archery Tournament,Nibelungs_motif,strong,0.6375,0.625,0.75,0.5,608,617,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Nibelungs_motif,strong,0.6375,0.625,0.75,0.5,135,144,0
howard_shore,At the battle of Minas Tirith,Nibelungs_motif,strong,0.6375,0.625,0.75,0.5,7,16,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Nibelungs_motif,strong,0.6375,0.625,0.75,0.5,61,70,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Nibelungs_motif,strong,0.6375,0.625,0.75,0.5,198,207,0
max_steiner,King Kong March – Max Steiner,Nibelungs_motif,strong,0.6375,0.625,0.75,0.5,3,12,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),SiblingsLove_motif,strong,0.6333,0.5,0.8333,0.6667,41,48,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Banquet at Nottingham,Sword_motif,strong,0.6333,0.6667,0.6667,0.5,47,54,0
max_steiner,Love Theme - The Big Sleep – Max Steiner Love Theme - The Big Sleep,SiblingsLove_motif,strong,0.6333,0.3333,1.0,0.8333,96,103,0
erich_wolfgang_korngold,The Sea Hawk – Erich Wolfgang Korngold Leitmotifs,SiblingsLove_motif,strong,0.6333,0.5,0.8333,0.6667,13,20,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),SiblingsLove_motif,strong,0.6333,0.6667,0.6667,0.5,118,125,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SiblingsLove_motif,strong,0.6333,0.6667,0.6667,0.5,122,129,0
john_williams,John William - Jurassic Park Theme,SiblingsLove_motif,strong,0.6333,0.5,0.8333,0.6667,513,520,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,SiblingsLove_motif,strong,0.6333,0.6667,0.6667,0.5,125,132,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Sword_motif,strong,0.6333,0.6667,0.6667,0.5,400,407,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),SiblingsLove_motif,strong,0.6333,0.5,0.8333,0.6667,229,236,0
max_steiner,King Kong March – Max Steiner,Nibelungs_motif,strong,0.625,0.5,0.75,0.75,679,688,0
max_steiner,King Kong March – Max Steiner,Nibelungs_motif,strong,0.625,0.5,0.75,0.75,688,697,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Nibelungs_motif,strong,0.625,0.5,0.75,0.75,237,246,0
max_steiner,The Caine Mutiny March – Max Steiner,Nibelungs_motif,strong,0.625,0.5,0.75,0.75,75,84,0
ennio_morricone,Man with a harmonica - Ennio Morricone,Nibelungs_motif,strong,0.625,0.5,0.75,0.75,83,92,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,Nibelungs_motif,strong,0.625,0.625,0.625,0.625,62,71,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.625,0.5,0.75,0.75,2993,3002,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),Nibelungs_motif,strong,0.625,0.625,0.625,0.625,1,10,0
ennio_morricone,Man with a harmonica - Ennio Morricone,Nibelungs_motif,strong,0.625,0.5,0.75,0.75,28,37,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.625,0.5,0.75,0.75,3167,3176,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,95,101,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Ride_motif,strong,0.62,0.4,1.0,0.6,315,321,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Ride_motif,strong,0.62,0.4,1.0,0.6,204,210,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Ride_motif,strong,0.62,0.4,1.0,0.6,246,252,0
john_williams,John William - Jurassic Park Theme,Ride_motif,strong,0.62,0.4,1.0,0.6,81,87,0
john_williams,John William - Jurassic Park Theme,Ride_motif,strong,0.62,0.4,1.0,0.6,75,81,0
howard_shore,The Shire,SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,28,34,0
john_williams,John William - Jurassic Park Theme,Horn_motif,strong,0.62,0.5,0.7,0.8,487,498,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold The Archery Tournament,SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,615,621,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold The Archery Tournament,SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,625,631,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Ride_motif,strong,0.62,0.4,1.0,0.6,259,265,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Ride_motif,strong,0.62,0.4,1.0,0.6,485,491,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Ride_motif,strong,0.62,0.4,1.0,0.6,302,308,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,57,63,0
max_steiner,The Adventures of Don Juan Suite,SwirlingBlaze_motif,strong,0.62,0.4,1.0,0.6,219,225,0
john_williams,Indiana jones theme – John Williams,SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,27,33,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ride_motif,strong,0.62,0.6,0.8,0.4,4262,4268,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Ride_motif,strong,0.62,0.4,1.0,0.6,195,201,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,74,80,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,131,137,0
john_williams,John Williams - The Hunt (Piano Solo),Horn_motif,strong,0.62,0.4,0.8,0.9,573,584,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,243,249,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,264,270,0
ennio_morricone,Ennio Morricone - Poverty,Ride_motif,strong,0.62,0.4,1.0,0.6,128,134,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,Horn_motif,strong,0.62,0.4,0.8,0.9,473,484,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Banquet at Nottingham,SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,351,357,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,36,42,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Robin enters The Great Hall,Ride_motif,strong,0.62,0.4,1.0,0.6,71,77,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Robin enters The Great Hall,Ride_motif,strong,0.62,0.4,1.0,0.6,22,28,0
john_williams,The Tale of Viktor Navorski (John Williams),SwirlingBlaze_motif,strong,0.62,0.4,1.0,0.6,490,496,0
john_williams,John Williams - The Hunt (Piano Solo),Horn_motif,strong,0.62,0.4,0.8,0.9,336,347,0
john_williams,The Tale of Viktor Navorski (John Williams),SwirlingBlaze_motif,strong,0.62,0.4,1.0,0.6,570,576,0
max_steiner,"Tara's Theme – Mack Discant, Max Steiner, Percy Faith Tara's Theme - Max Steiner",Ride_motif,strong,0.62,0.4,1.0,0.6,46,52,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold The Archery Tournament,Ride_motif,strong,0.62,0.4,1.0,0.6,511,517,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),SwirlingBlaze_motif,strong,0.62,0.6,0.8,0.4,156,162,0
max_steiner,Gone With The Wind Suite – Max Steiner,Sword_motif,strong,0.6167,0.5,1.0,0.3333,4785,4792,0
ennio_morricone,Al Capone (The Untouchables),SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,37,44,0
ennio_morricone,Once Upon a Time in The West,SiblingsLove_motif,strong,0.6167,0.5,0.6667,0.8333,96,103,0
ennio_morricone,Al Capone (The Untouchables),SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,64,71,0
ennio_morricone,Man with a harmonica - Ennio Morricone,SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,63,70,0
ennio_morricone,Man with a harmonica - Ennio Morricone,SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,47,54,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,49,56,0
ennio_morricone,Al Capone (The Untouchables),SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,29,36,0
ennio_morricone,Ennio Morricone - Poverty,Sword_motif,strong,0.6167,0.3333,0.8333,1.0,15,22,0
john_williams,Flying Theme E. T. - John Williams,SiblingsLove_motif,strong,0.6167,0.5,0.6667,0.8333,196,203,0
ennio_morricone,Here's to you - Ennio Morricone,SiblingsLove_motif,strong,0.6167,0.5,0.6667,0.8333,8,15,0
ennio_morricone,Al Capone (The Untouchables),SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,72,79,0
ennio_morricone,Al Capone (The Untouchables),SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,99,106,0
ennio_morricone,Al Capone (The Untouchables),SiblingsLove_motif,strong,0.6167,0.3333,0.8333,1.0,2,9,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ring_motif,strong,0.6143,0.5714,0.7143,0.5714,4578,4586,0
john_williams,Somewhere In My Memory by John Williams,Ring_motif,strong,0.6143,0.4286,0.8571,0.7143,168,176,0
john_williams,Somewhere In My Memory by John Williams,Ring_motif,strong,0.6143,0.4286,0.8571,0.7143,305,313,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,223,232,0
john_williams,The Tale of Viktor Navorski (John Williams),Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,118,127,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,433,442,0
john_williams,The Tale of Viktor Navorski (John Williams),Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,135,144,0
max_steiner,King Kong Suite – Max Steiner,Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,19,28,0
ennio_morricone,La Califfa - Ennio Morricone,Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,132,141,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,338,347,0
ennio_morricone,A Fistful of Dollars (Morricone),Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,53,62,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,44,53,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Nibelungs_motif,strong,0.6125,0.5,0.625,0.875,356,365,0
john_williams,The Chairman's Walz (from Memoirs of a Geisha),Horn_motif,strong,0.61,0.4,0.7,1.0,88,99,0
john_williams,Flying Theme E. T. - John Williams,Horn_motif,strong,0.61,0.4,0.7,1.0,151,162,0
max_steiner,The Adventures of Don Juan Suite,Horn_motif,strong,0.61,0.4,0.7,1.0,156,167,0
john_williams,Flying Theme E. T. - John Williams,NibelungsHate_motif,strong,0.6083,0.5,0.75,0.6667,190,203,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.6,0.5,0.75,0.625,3063,3072,0
max_steiner,Gone With The Wind Suite – Max Steiner,SiblingsLove_motif,strong,0.6,0.3333,1.0,0.6667,3028,3035,0
max_steiner,Gone With The Wind Suite – Max Steiner,SiblingsLove_motif,strong,0.6,0.3333,1.0,0.6667,3065,3072,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.6,0.5,0.75,0.625,3026,3035,0
max_steiner,Gone With The Wind Suite – Max Steiner,SiblingsLove_motif,strong,0.6,0.3333,1.0,0.6667,1459,1466,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ride_motif,strong,0.6,0.4,0.8,0.8,5081,5087,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ride_motif,strong,0.6,0.4,0.8,0.8,1254,1260,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.6,0.625,0.625,0.5,5143,5152,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ride_motif,strong,0.6,0.4,0.8,0.8,3234,3240,0
max_steiner,The Caine Mutiny March – Max Steiner,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,11,17,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,117,123,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Ride_motif,strong,0.6,0.4,0.8,0.8,277,283,0
john_williams,Somewhere In My Memory by John Williams,Ring_motif,strong,0.6,0.4286,0.7143,0.8571,185,193,0
max_steiner,The Caine Mutiny March – Max Steiner,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,349,355,0
max_steiner,"Tara's Theme – Mack Discant, Max Steiner, Percy Faith Tara's Theme - Max Steiner",SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,0,6,0
max_steiner,"Now, Voyager Suite – Max Steiner",SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,250,256,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,moderate,0.6,0.2,1.0,1.0,613,619,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,strong,0.6,0.4,0.8,0.8,556,562,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,moderate,0.6,0.2,1.0,1.0,529,535,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,moderate,0.6,0.2,1.0,1.0,316,322,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,moderate,0.6,0.2,1.0,1.0,273,279,0
max_steiner,King Kong March – Max Steiner,Horn_motif,strong,0.6,0.5,0.7,0.7,301,312,0
john_williams,John Williams - The Hunt (Piano Solo),Ride_motif,moderate,0.6,0.2,1.0,1.0,119,125,0
max_steiner,King Kong March – Max Steiner,Horn_motif,strong,0.6,0.5,0.7,0.7,74,85,0
